"0","1","2","3","4","5","6","7","8"
"IKIP PGRI Pontianak","Pendidikan Jasmani","S2","11","10893/SK/BAN-PT/PB-PS/M/IX/2021","2021","Baik","2026-06-17","Masih berlaku"
"Universitas Muhammadiyah Sinjai","Bisnis Digital","S1","09","10894/SK/BAN-PT/PB-PS/S/IX/2021","2021","Baik","2026-06-07","Masih berlaku"
"Universitas Megou Pak Tulang Bawang","Akuntansi","S1","02","10886/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-15","Masih berlaku"
"Politeknik Negeri Batam","Teknik Perawatan Pesawat Udara","D-III","","10884/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-15","Masih berlaku"
"Institut  Teknologi Telkom Surabaya","Teknologi Informasi","S1","07","10883/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-15","Masih berlaku"
"Akademi Komunitas Industri Pertambangan Bukit Asam","Teknik Pengoperasian Alat Tambang","D-I","02","10882/SK/BAN-PT/Akred/Dipl-I/IX/2021","2021","Baik","2026-09-15","Masih berlaku"
"Akademi Komunitas Negeri Rejang Lebong","Teknologi Produksi Ternak Unggas","D-II","","10905/SK/BAN-PT/Akred/Dipl-II/IX/2021","2021","Baik","2026-09-01","Masih berlaku"
"Politeknik Komputer Niaga Lpkia","Manajemen Informatika","D-III","04","10887/SK/BAN-PT/Ak-TMSP/Dipl-III/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Padjadjaran","Kearsipan Digital","D-IV","","10881/SK/BAN-PT/Akred/ST/IX/2021","2021","Baik","2026-09-15","Masih berlaku"
"Universitas Sumatera Utara","Kewirausahaan","S1","","10895/SK/BAN-PT/PB-PS/S/IX/2021","2021","Baik","2026-04-12","Masih berlaku"
"Universitas Muhammadiyah Kupang","Ilmu Kesejahteraan Sosial","S1","15","10904/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-09","Masih berlaku"
"AKADEMI KEBIDANAN KH PUTRA, BREBES","KEBIDANAN","D-III","06","0370/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"AKADEMI KEPERAWATAN DARMO MEDAN","KEPERAWATAN","D-III","01","0364/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"AKADEMI KESEHATAN BINTANG PERSADA, DENPASAR","FARMASI","D-III","08","0375/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"INSTITUT ILMU KESEHATAN BHAKTI WIYATA KEDIRI, KEDIRI","FISIOTERAPI","D-III","07","0359/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"INSTITUT KESEHATAN DAN BISNIS ST. FATIMAH MAMUJU, MAMUJU","KEPERAWATAN","D-III","09","0365/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"INSTITUT KESEHATAN MEDISTRA LUBUK PAKAM, DELI SERDANG","PENDIDIKAN PROFESI FISIOTERAPIS","Profesi","01","0011/LAM-PTKes/Akr.Bd/Pro/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MANADO, MANADO","FARMASI","D-III","","0376/LAM-PTKes/Akr/Dip/IX/2021","2021","Unggul","2026-09-09","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MANADO, MANADO","SANITASI LINGKUNGAN","D-IV","","0378/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"POLITEKNIK KESEHATAN SITEBA, PADANG","KEBIDANAN","D-III","10","0373/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"POLITEKNIK KESEHATAN SITEBA, PADANG","FISIOTERAPI","D-III","10","0358/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN AL-IRSYAD AL-ISLAMIYYAH CILACAP, CILACAP","KEBIDANAN","D-III","06","0372/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN HAKLI, SEMARANG","REFRAKSI OPTISI","D-III","06","0355/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PERSADA HUSADA INDONESIA, JAKARTA","KEPERAWATAN","D-III","03","0366/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"UNIVERSITAS  HARAPAN BANGSA, BANYUMAS","KEPERAWATAN","D-III","06","0363/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"UNIVERSITAS AIRLANGGA, SURABAYA","PARAMEDIK VETERINER","D-III","","0360/LAM-PTKes/Akr/Dip/IX/2021","2021","Unggul","2026-09-09","Masih berlaku"
"UNIVERSITAS DIPONEGORO, SEMARANG","PENDIDIKAN PROFESI NERS PROFESI","Profesi","","0362/LAM-PTKes/Akr/Pro/IX/2021","2021","Unggul","2026-09-09","Masih berlaku"
"UNIVERSITAS DIPONEGORO, SEMARANG","KEPERAWATAN","S1","","0361/LAM-PTKes/Akr/Sar/IX/2021","2021","Unggul","2026-09-09","Masih berlaku"
"UNIVERSITAS HASANUDDIN, MAKASSAR","ADMINISTRASI RUMAH SAKIT","S2","","0377/LAM-PTKes/Akr/Mag/IX/2021","2021","Unggul","2026-09-09","Masih berlaku"
"UNIVERSITAS KUSUMA HUSADA SURAKARTA, SURAKARTA","KEBIDANAN","D-III","06","0371/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH TANGERANG, TANGERANG","KEBIDANAN","S1","04","0367/LAM-PTKes/Akr/Sar/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"UNIVERSITAS MUHAMMADIYAH TANGERANG, TANGERANG","PENDIDIKAN PROFESI BIDAN","Profesi","04","0368/LAM-PTKes/Akr/Pro/IX/2021","2021","Baik","2026-09-09","Masih berlaku"
"UNIVERSITAS NGUDI WALUYO, SEMARANG","GIZI","S1","06","0379/LAM-PTKes/Akr/Sar/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"UNIVERSITAS PRIMA INDONESIA, MEDAN","KEDOKTERAN KLINIS","S2","01","0351/LAM-PTKes/Akr/Mag/IX/2021","2021","Baik Sekali","2022-09-09","7 hari lagi kadaluarsa"
"UNIVERSITAS PRIMA INDONESIA, MEDAN","KEBIDANAN","D-III","01","0374/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"UNIVERSITAS RESPATI INDONESIA, JAKARTA","KEBIDANAN","D-IV","03","0369/LAM-PTKes/Akr/Dip/IX/2021","2021","Baik Sekali","2026-09-09","Masih berlaku"
"UNIVERSITAS SYIAH KUALA, BANDA ACEH","PROFESI DOKTER HEWAN","Profesi","","0357/LAM-PTKes/Akr/Pro/IX/2021","2021","Unggul","2026-09-09","Masih berlaku"
"UNIVERSITAS SYIAH KUALA, BANDA ACEH","PENDIDIKAN DOKTER HEWAN","S1","","0356/LAM-PTKes/Akr/Sar/IX/2021","2021","Unggul","2026-09-09","Masih berlaku"
"STIT Ar-Raudhah","Pendidikan Islam Anak Usia Dini","S1","","10906/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"UNIVERSITAS AISYAH PRINGSEWU, PRINGSEWU","KEBIDANAN","D-III","02","0514/LAM-PTKes/Akr/Dip/Khs/VII/2018","2018","B","2023-07-27","Masih berlaku"
"Universitas Islam Kuantan Singingi","Pendidikan Kimia","S1","10","10979/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Baik","2026-06-03","Masih berlaku"
"Universitas Negeri Yogyakarta","Linguistik Terapan","S2","","10987/SK/BAN-PT/Akred-Itnl/M/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Universitas Pendidikan Indonesia","Sains Informasi Geografi","S1","","10983/SK/BAN-PT/Akred-Itnl/S/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Universitas Janabadra","Hukum","S1","05","11038/SK/BAN-PT/Ak-PNB/S/IX/2021","2021","A","2024-02-26","Masih berlaku"
"Universitas Brawijaya","Perencanaan Wilayah Dan Kota","S1","","10959/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-04-01","Masih berlaku"
"Universitas Katolik Soegijapranata","Sistem Informasi","S1","06","10974/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Baik Sekali","2026-05-04","Masih berlaku"
"Universitas Brawijaya","Ekonomi Pertanian","S2","","10957/SK/BAN-PT/AK-ISK/M/IX/2021","2021","Unggul","2023-10-30","Masih berlaku"
"Universitas Brawijaya","Ilmu Pertanian","S3","","10965/SK/BAN-PT/AK-ISK/D/IX/2021","2021","Unggul","2023-02-13","164 hari lagi kadaluarsa"
"Universitas Sumatera Utara","Teknik Lingkungan","S1","","10973/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Baik Sekali","2023-07-09","Masih berlaku"
"Universitas Sumatera Utara","Biologi","S2","","10963/SK/BAN-PT/AK-ISK/M/IX/2021","2021","Unggul","2023-05-02","Masih berlaku"
"Universitas Borneo Tarakan","Ilmu Pertanian","S2","","11033/SK/BAN-PT/PB-PS/M/IX/2021","2021","Baik","2026-04-22","Masih berlaku"
"Institut Teknologi Sepuluh Nopember","Perencanaan Wilayah Dan Kota","S2","","11037/SK/BAN-PT/PB-PS/M/IX/2021","2021","Baik","2026-08-01","Masih berlaku"
"Universitas Janabadra","Hukum","S2","05","11039/SK/BAN-PT/Ak-PNB/M/IX/2021","2021","B","2022-12-27","116 hari lagi kadaluarsa"
"Universitas Negeri Yogyakarta","Pendidikan Bahasa Inggris","S2","","10985/SK/BAN-PT/Akred-Itnl/M/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Universitas Negeri Yogyakarta","Ilmu Pendidikan Bahasa","S3","","10984/SK/BAN-PT/Akred-Itnl/D/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Institut Informatika Dan Bisnis Darmajaya","Teknik Informatika","S1","02","11005/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-03","Masih berlaku"
"Universitas Islam Sumatera Utara","Manajemen","S2","01","11000/SK/BAN-PT/Ak-PPJ/M/IX/2021","2021","B","2026-09-09","Masih berlaku"
"Universitas Klabat","Teknik Informatika","S1","16","10993/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-08-05","Masih berlaku"
"Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Ahlussunnah","Pendidikan Biologi","S1","10","11006/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-08-27","Masih berlaku"
"Institut Keguruan Dan Teknologi Larantuka","Teknik Informatika","S1","15","11010/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","C","2026-09-03","Masih berlaku"
"Politeknik Bosowa","Teknik Listrik","D-III","09","11009/SK/BAN-PT/Ak-PPJ/Dipl-III/IX/2021","2021","C","2026-09-03","Masih berlaku"
"Institut Seni Indonesia Denpasar","Produksi Film Dan Televisi","D-IV","","10913/SK/BAN-PT/Ak-PPJ/ST/IX/2021","2021","B","2026-09-09","Masih berlaku"
"Universitas Islam Negeri Walisongo","Studi Islam","S3","","10990/SK/BAN-PT/Ak-PPJ/D/IX/2021","2021","A","2026-09-03","Masih berlaku"
"Politeknik PGRI Banten","Teknik Mesin","D-III","04","11007/SK/BAN-PT/Ak-PPJ/Dipl-III/IX/2021","2021","C","2026-09-03","Masih berlaku"
"Sekolah Tinggi Keguruan Dan Ilmu Pendidikan Agama Hindu Singaraja","Pendidikan Olahraga Dan Kesehatan","S1","08","11008/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","Baik","2026-09-03","Masih berlaku"
"Universitas Garut","Teknologi Informasi","S1","04","11036/SK/BAN-PT/PB-PS/S/IX/2021","2021","Baik","2026-04-26","Masih berlaku"
"Universitas Negeri Yogyakarta","Pendidikan Jasmani Sekolah Dasar","S2","","11032/SK/BAN-PT/PB-PS/M/IX/2021","2021","Baik","2025-12-30","Masih berlaku"
"Universitas Garut","Rekayasa Perangkat Lunak","S1","04","11035/SK/BAN-PT/PB-PS/S/IX/2021","2021","Baik","2026-06-10","Masih berlaku"
"Universitas Garut","Rekayasa Sistem Komputer","S1","04","11034/SK/BAN-PT/PB-PS/S/IX/2021","2021","Baik","2026-06-23","Masih berlaku"
"Universitas Muhammadiyah Riau","Ilmu Komunikasi","S1","10","10995/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-08-27","Masih berlaku"
"Sekolah Tinggi Ilmu Ekonomi Gentiaras","Manajemen","S1","02","11002/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-08-27","Masih berlaku"
"Universitas Mochammad Sroedji","Bimbingan Dan Konseling","S1","07","11001/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-08-27","Masih berlaku"
"STAI Al-Musaddadiyah Garut","Pendidikan Islam Anak Usia Dini","S1","","11023/SK/BAN-PT/Akred/S/IX/2021","2021","C","2026-03-17","Masih berlaku"
"Universitas Nahdlatul Ulama Gorontalo","Sosial Ekonomi Perikanan","S1","16","11026/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-04-14","Masih berlaku"
"Akademi Sekretari Dan Manajemen Indonesia Jayapura","Sekretari","D-III","14","11012/SK/BAN-PT/Ak-TMSP/Dipl-III/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Brawijaya","Peternakan (Kampus Kota Kediri)","S1","","10941/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Brawijaya","Akuakultur (Kampus Kota Kediri)","S1","","10931/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Bina Mandiri Gorontalo","Administrasi Bisnis","S1","16","10947/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Sunan Giri Surabaya","Hukum Keluarga Islam (Ahwal Syahsiyyah)","S2","07","10929/SK/BAN-PT/Akred/M/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Muhammadiyah Sidenreng Rappang","Peternakan","S1","09","10935/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Muhammadiyah Sidenreng Rappang","Ilmu Perikanan","S1","09","10946/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Pendidikan Indonesia","Desain Komunikasi Visual","S1","","10936/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Institut Pariwisata Dan Bisnis Internasional","Pariwisata","S1","08","10934/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Institut Bisnis Informasi Teknologi Dan Bisnis","Pengelolaan Perhotelan","D-IV","01","10937/SK/BAN-PT/Akred/ST/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Nahdlatul Ulama Indonesia","Sistem Informasi","S1","03","10952/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"STP Dian Mandala Gunung Sitoli Nias Keuskupan Sibolga","Pendidikan Dan Pengajaran Agama Katolik","S1","","10932/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"STAI Babussalam Sula Maluku Utara","Hukum Keluarga (Ahwal Syakhsiyah)","S1","","10943/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Sekolah Tinggi Ilmu Hukum Dharma Andhiga","Ilmu Hukum","S1","04","11022/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Akademi Perikanan Kamasan Biak","Teknologi Pengolahan Hasil Perikanan","D-III","14","10940/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Bengkulu","Ilmu Komunikasi","S1","","10928/SK/BAN-PT/Akred/S/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Sekolah Tinggi Teologi Yerusalem Baru Manado","Teologi","S1","","11015/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Insan Cendekia Mandiri","Manajemen","S1","04","11029/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-07-08","Masih berlaku"
"Universitas Teknologi Sumbawa","Psikologi","S1","08","10945/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Institut Agama Islam Negeri ParePare","Akuntansi Lembaga Keuangan Syariah","S1","","11030/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-07-14","Masih berlaku"
"Akademi Komunitas Negeri Pacitan","Tata Laksana Studio Produksi","D-II","","10933/SK/BAN-PT/Akred/Dipl-II/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Akademi Teknologi Industri Dewantara Palopo","Teknik Sipil","D-III","09","10948/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Akademi Akuntansi Bandung","Akuntansi","D-III","04","10942/SK/BAN-PT/Akred/Dipl-III/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Institut Bisnis Dan Keuangan Nitro","Manajemen Retail","S1","09","10944/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Bina Nusantara","Teknik Industri","S1","03","10982/SK/BAN-PT/Akred-Itnl/S/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Universitas Bina Nusantara","Teknik Sipil","S1","03","10981/SK/BAN-PT/Akred-Itnl/S/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Universitas Bina Nusantara","Sistem Komputer","S1","03","10980/SK/BAN-PT/Akred-Itnl/S/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"Universitas Muhammadiyah Sumatera Utara","Pendidikan Agama Islam","S1","01","10961/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-05-31","Masih berlaku"
"Universitas Sam Ratulangi","Ilmu Perairan","S2","","10968/SK/BAN-PT/AK-ISK/M/IX/2021","2021","Unggul","2025-06-07","Masih berlaku"
"Universitas Sumatera Utara","Teknik Mesin","S1","","10967/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-12-30","Masih berlaku"
"Universitas Sumatera Utara","Kimia","S1","","10970/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2022-12-27","116 hari lagi kadaluarsa"
"Universitas Sam Ratulangi","Ilmu Kelautan","S1","","10956/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2023-05-30","Masih berlaku"
"Universitas Kristen Satya Wacana","Manajemen","S1","06","10955/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2023-07-24","Masih berlaku"
"Universitas Katolik Parahyangan","Ilmu Filsafat","S1","04","10971/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2024-10-30","Masih berlaku"
"STKIP Soe","Pendidikan Fisika","S1","15","11021/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Tarumanagara","Manajemen","S2","03","11011/SK/BAN-PT/Akred/M/IX/2021","2021","Baik Sekali","2026-09-21","Masih berlaku"
"Politeknik Negeri Malang","Sistem Informasi Akuntansi","S2 Terapan","","10930/SK/BAN-PT/Akred/MT/IX/2021","2021","Baik Sekali","2026-09-21","Masih berlaku"
"Akademi Manajemen Informatika Dan Komputer Kosgoro","Teknik Komputer","D-III","10","11024/SK/BAN-PT/Ak-PPJ/Dipl-III/IX/2021","2021","C","2026-06-21","Masih berlaku"
"Universitas Batanghari Jambi","Ilmu Hukum","S2","10","11028/SK/BAN-PT/Ak-PPJ/M/IX/2021","2021","B","2026-07-30","Masih berlaku"
"Universitas Padjadjaran","Teknologi Industri Kimia","D-IV","","10939/SK/BAN-PT/Akred/ST/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Tridinanti","Manajemen","S2","02","11025/SK/BAN-PT/Ak-PPJ/M/IX/2021","2021","B","2026-07-02","Masih berlaku"
"Universitas Sebelas Maret","Fisika","S3","","10938/SK/BAN-PT/Akred/D/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"STKIP Weetebula","Pendidikan Ilmu Pengetahuan Alam","S1","15","10954/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-21","Masih berlaku"
"Universitas Jenderal Soedirman","Ilmu Manajemen","S3","","10927/SK/BAN-PT/Akred/D/IX/2021","2021","Unggul","2026-09-21","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PALEMBANG, PALEMBANG","KESEHATAN GIGI","D-III","","0374/LAM-PTKes/Akr/Dip/Khs/XI/2020","2020","A","2025-11-19","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PALEMBANG, PALEMBANG","TEKNOLOGI LABORATORIUM MEDIS","D-III","","0202/LAM-PTKes/Akr/Dip/Khs/III/2018","2018","A","2023-03-16","Masih berlaku"
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN PALEMBANG, PALEMBANG","GIZI DAN DIETETIKA","-","","0215/LAM-PTKes/Akr/Dip/Khs/IV/2019","2019","B","2024-04-26","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI, BANDAR LAMPUNG","KEPERAWATAN","D-III","02","0068/LAM-PTKes/Akr/Dip/Khs/II/2019","2019","B","2024-02-22","Masih berlaku"
"SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI, BANDAR LAMPUNG","KEBIDANAN","D-III","02","0399/LAM-PTKes/Akr/Dip/Khs/VI/2018","2018","B","2023-06-08","Masih berlaku"
"Sekolah Tinggi Teologi Tabernakel Lawang","Pendidikan Agama Kristen","S1","","11066/SK/BAN-PT/Ak-PKP/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Sekolah Tinggi Teologi Tabgha Batam","Pendidikan Agama Kristen","S1","","11061/SK/BAN-PT/Ak-PKP/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Institut Teknologi Bandung","Instrumentasi Dan Kontrol","S2","","11101/SK/BAN-PT/AK-ISK/M/IX/2021","2021","Unggul","2026-06-11","Masih berlaku"
"Universitas Hasanuddin","Ilmu Kelautan","S1","","11105/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2024-10-15","Masih berlaku"
"Institut Agama Islam Ngawi Jawa Timur","Pendidikan Islam Anak Usia Dini","S1","","11118/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Baik","2022-10-10","38 hari lagi kadaluarsa"
"Universitas Telkom","Akuntansi","S1","04","11111/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2022-10-10","38 hari lagi kadaluarsa"
"Universitas Hasanuddin","Akuntansi","S2","","11110/SK/BAN-PT/AK-ISK/M/IX/2021","2021","Unggul","2024-04-16","Masih berlaku"
"Universitas Negeri Yogyakarta","Pendidikan Luar Biasa","S1","","11109/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-12-13","Masih berlaku"
"Universitas Panca Marga","Teknik Mesin","S1","07","11116/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Baik","2024-09-10","Masih berlaku"
"Universitas Kristen Satya Wacana","Pendidikan Guru Sekolah Dasar","S1","06","11107/SK/BAN-PT/AK-ISK/S/IX/2021","2021","Unggul","2025-10-06","Masih berlaku"
"STIT Al-Azami Cianjur","Pendidikan Islam Anak Usia Dini","S1","","11049/SK/BAN-PT/Ak-PKP/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Sekolah Tinggi Agama Islam Negeri Mandailing Natal","Manajemen Bisnis Syariah","S1","","11050/SK/BAN-PT/Ak-PKP/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Institut Agama Islam (IAI) Nurul Hakim Kediri Lombok Barat NTB","Perbankan Syariah","S1","","11054/SK/BAN-PT/Ak-PKP/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Stikubank","Sistem Informasi","S1","06","11125/SK/BAN-PT/Ak-PPJ/S/IX/2021","2021","B","2026-09-17","Masih berlaku"
"Universitas Islam Negeri Raden Intan Lampung","Hukum Ekonomi Syariah","S2","","11149/SK/BAN-PT/Akred/M/IX/2021","2021","B","2026-04-07","Masih berlaku"
"Institut Agama Islam Negeri Curup","Ekonomi Syariah","S1","","11088/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Nahdlatul Ulama Indonesia","Psikologi","S1","03","11138/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Langlang Buana","Teknik Industri","S1","04","11078/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Cenderawasih","Manajemen Koperasi","S2","","11071/SK/BAN-PT/Akred/M/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Dian Nusantara","Akuntansi","S1","03","11096/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Muhammadiyah Bengkulu","Ekonomi Islam","S1","02","11082/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Institut Teknologi Sepuluh Nopember","Statistika Bisnis","D-IV","","11084/SK/BAN-PT/Akred/ST/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Tribuana Kalabahi","Teknologi Hasil Pertanian","S1","15","11137/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"STKIP Nahdlatul Ulama Kabupaten Tegal","Pendidikan Informatika","S1","06","11140/SK/BAN-PT/Ak-TMSP/S/IX/2021","2021","Tidak Terakreditasi",,"Masih berlaku"
"Universitas Muhammadiyah Kendari","Pendidikan Teknologi Informasi","S1","09","11094/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Adhirajasa Reswara Sanjaya","Ilmu Komunikasi","S1","04","11076/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"STAI Imam Syafi`i Cianjur","Pendidikan Bahasa Arab","S1","","11080/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar","Ilmu Al-Qur'an Dan Tafsir","S1","","11089/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"STAI Riyadhul Jannah Subang","Pendidikan Agama Islam","S1","","11086/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"Universitas Teknologi Mataram","Sistem Informasi","S1","08","11097/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
"STAI KH Abdul Kabier","Pendidikan Guru Madrasah Ibtidaiyah","S1","","11092/SK/BAN-PT/Akred/S/IX/2021","2021","Baik","2026-09-28","Masih berlaku"
